Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score,Predicted_Score,Risk_Category,Attendance_Group,Study_Group
S0877,Female,20,Electrical,4,67.8,5.4,6.9,63.5,No,3,4.8,Low,Yes,2.8,Yes,15.2,C,48.4,40.761999999999986,At-Risk,"(60, 75]","(4, 6]"
S0878,Female,20,Electronics,2,87.4,6.5,8.77,75.0,Yes,2,5.9,High,Yes,4.7,Yes,6.0,A,78.3,60.797000000000004,Average,"(75, 90]","(6, 10]"
S0879,Male,19,MBA,4,76.7,2.7,7.71,57.4,Yes,3,6.9,Low,Yes,6.9,Yes,18.5,D,44.5,44.788999999999994,At-Risk,"(75, 90]","(2, 4]"
S0880,Male,20,Electrical,4,52.2,2.3,6.96,30.0,No,1,5.2,Medium,Yes,4.9,No,4.1,D,31.5,29.633000000000006,At-Risk,"(0, 60]","(2, 4]"
S0881,Male,21,Mechanical,2,77.0,4.4,5.93,56.3,Yes,1,5.3,Medium,Yes,8.4,No,4.3,D,44.4,45.73400000000001,At-Risk,"(75, 90]","(4, 6]"
S0882,Female,22,Civil,4,83.2,7.3,6.96,94.7,Yes,3,6.7,Medium,Yes,3.0,No,8.4,C,54.0,53.76700000000001,At-Risk,"(75, 90]","(6, 10]"
S0883,Male,20,Electrical,1,80.9,3.6,5.9,59.6,Yes,0,6.3,Low,Yes,9.1,No,6.6,C,53.5,51.01699999999999,At-Risk,"(75, 90]","(2, 4]"
S0884,Male,21,BBA,4,86.1,6.6,9.3,79.5,Yes,2,6.9,Low,Yes,5.8,No,11.4,B,65.2,62.70899999999992,Average,"(75, 90]","(6, 10]"
S0885,Female,18,BBA,3,76.8,4.9,7.93,79.6,Yes,1,6.1,High,Yes,3.4,No,5.5,C,50.4,50.527999999999984,At-Risk,"(75, 90]","(4, 6]"
S0886,Male,20,BBA,1,78.6,6.8,7.52,60.9,Yes,1,7.3,High,Yes,8.8,No,3.6,D,44.7,49.60199999999998,At-Risk,"(75, 90]","(6, 10]"
S0887,Female,17,Civil,3,81.7,4.1,7.13,68.2,Yes,2,5.8,Medium,Yes,6.6,No,7.3,D,37.6,40.36599999999996,At-Risk,"(75, 90]","(4, 6]"
S0888,Male,19,BBA,4,79.0,5.4,6.69,58.8,No,2,7.2,Medium,Yes,9.8,No,9.2,C,51.0,50.941,At-Risk,"(75, 90]","(4, 6]"
S0889,Male,21,Electronics,1,73.6,2.1,6.76,51.3,No,0,5.4,Medium,No,2.2,Yes,2.5,F,28.8,31.115000000000023,At-Risk,"(60, 75]","(2, 4]"
S0890,Male,25,Electrical,2,66.7,4.4,6.91,61.3,Yes,0,5.8,Medium,Yes,3.8,No,9.1,D,43.6,38.238,At-Risk,"(60, 75]","(4, 6]"
S0891,Female,18,BBA,3,96.2,6.8,8.98,72.5,No,3,7.4,Medium,No,8.7,No,4.8,B,64.1,63.72700000000007,Average,"(90, 100]","(6, 10]"
S0892,Female,20,Computer Science,3,83.4,4.8,6.08,58.9,No,1,5.9,Low,Yes,10.0,No,6.0,C,46.2,47.65399999999993,At-Risk,"(75, 90]","(4, 6]"
S0893,Female,22,Civil,2,64.9,4.3,6.24,58.9,No,0,5.1,Medium,Yes,6.8,No,4.3,D,35.5,36.575,At-Risk,"(60, 75]","(4, 6]"
S0894,Male,19,Electronics,1,83.7,5.1,8.75,63.0,No,1,8.6,Medium,Yes,8.6,No,27.8,C,51.1,52.18800000000002,At-Risk,"(75, 90]","(4, 6]"
S0895,Female,20,Computer Science,1,77.1,4.4,6.37,76.2,No,0,6.5,High,Yes,4.4,No,12.5,C,53.3,49.099999999999994,At-Risk,"(75, 90]","(4, 6]"
S0896,Male,21,Computer Science,2,72.7,2.5,5.4,42.8,No,1,7.1,Low,No,6.2,Yes,4.0,D,30.1,32.08399999999995,At-Risk,"(60, 75]","(2, 4]"
S0897,Male,20,Computer Science,2,82.4,3.4,6.08,61.1,Yes,3,3.8,Medium,Yes,4.7,No,11.4,D,38.7,39.784999999999954,At-Risk,"(75, 90]","(2, 4]"
S0898,Female,18,Computer Science,4,68.5,2.6,4.49,51.2,No,1,8.1,Medium,No,8.2,No,19.9,D,30.5,29.698000000000008,At-Risk,"(60, 75]","(2, 4]"
S0899,Male,19,Electrical,1,86.6,6.8,10.0,94.7,Yes,0,9.7,Medium,Yes,9.0,No,6.1,C,59.6,60.12600000000003,Average,"(75, 90]","(6, 10]"
S0900,Male,21,BBA,3,80.9,2.6,5.7,58.7,Yes,1,8.0,Low,Yes,6.8,Yes,18.7,D,44.6,40.96799999999998,At-Risk,"(75, 90]","(2, 4]"
S0901,Male,20,MBA,1,68.2,1.2,6.01,63.9,Yes,0,8.2,Medium,Yes,7.9,Yes,2.7,F,29.8,32.59900000000002,At-Risk,"(60, 75]","(0, 2]"
S0902,Male,17,Electrical,1,67.4,1.4,6.9,71.6,Yes,3,6.0,Medium,Yes,4.9,Yes,18.3,D,40.0,36.35999999999999,At-Risk,"(60, 75]","(0, 2]"
S0903,Male,21,Electrical,2,76.4,4.7,6.54,66.8,No,2,6.8,Low,No,8.2,No,8.8,D,38.7,48.35,At-Risk,"(75, 90]","(4, 6]"
S0904,Female,17,Electronics,2,71.6,5.3,7.08,67.9,Yes,0,7.1,Medium,Yes,5.7,No,3.5,C,52.4,49.10900000000001,At-Risk,"(60, 75]","(4, 6]"
S0905,Male,21,Electronics,3,86.4,6.4,8.57,69.5,Yes,3,5.7,Medium,Yes,8.3,No,6.2,B,68.5,64.07700000000001,Average,"(75, 90]","(6, 10]"
S0906,Female,19,BBA,4,68.8,6.4,7.05,65.1,Yes,2,6.4,Medium,Yes,4.5,No,29.4,C,51.7,47.99300000000001,At-Risk,"(60, 75]","(6, 10]"
S0907,Female,24,MBA,3,76.0,2.6,5.1,59.5,Yes,0,5.3,High,Yes,5.8,No,16.3,D,33.1,36.049999999999976,At-Risk,"(75, 90]","(2, 4]"
S0908,Male,19,Electronics,4,54.1,0.4,5.14,59.3,Yes,1,6.0,Low,Yes,2.9,Yes,9.6,F,11.4,16.807000000000013,At-Risk,"(0, 60]","(0, 2]"
S0909,Male,19,BBA,4,81.1,4.3,7.62,63.4,Yes,5,7.5,Low,Yes,7.4,Yes,2.2,C,55.5,47.73400000000001,At-Risk,"(75, 90]","(4, 6]"
S0910,Male,18,BBA,3,68.3,2.3,6.11,71.9,Yes,1,4.4,Medium,Yes,6.0,No,6.4,D,35.8,35.02200000000005,At-Risk,"(60, 75]","(2, 4]"
S0911,Female,19,Mechanical,4,76.3,3.0,7.19,58.1,No,0,7.6,Low,No,7.8,Yes,4.1,C,47.2,44.844999999999935,At-Risk,"(75, 90]","(2, 4]"
S0912,Male,22,MBA,3,88.2,6.2,9.78,95.0,Yes,1,4.6,Low,Yes,1.9,Yes,1.7,C,54.8,56.00800000000006,At-Risk,"(75, 90]","(6, 10]"
S0913,Female,25,Electronics,1,73.0,4.4,5.39,64.5,No,1,6.6,Low,No,5.2,Yes,8.8,D,35.5,36.587,At-Risk,"(60, 75]","(4, 6]"
S0914,Male,19,MBA,3,68.6,1.3,5.51,53.7,Yes,2,6.7,Low,Yes,5.7,Yes,23.0,D,40.9,35.68200000000004,At-Risk,"(60, 75]","(0, 2]"
S0915,Female,20,Electrical,1,65.4,3.7,4.97,68.4,Yes,1,7.2,High,Yes,5.5,No,12.3,D,31.4,34.96100000000002,At-Risk,"(60, 75]","(2, 4]"
S0916,Male,21,Electrical,3,75.6,3.8,4.0,50.5,No,2,6.3,Low,No,6.8,No,3.9,F,20.0,26.290999999999993,At-Risk,"(75, 90]","(2, 4]"
S0917,Male,22,MBA,3,76.3,6.8,9.05,62.6,No,1,5.2,Medium,No,1.7,No,9.5,D,40.2,52.385,At-Risk,"(75, 90]","(6, 10]"
S0918,Female,20,Mechanical,1,74.1,3.4,5.26,61.2,No,3,6.7,Low,No,5.6,No,29.4,F,25.9,39.175,At-Risk,"(60, 75]","(2, 4]"
S0919,Female,19,Mechanical,1,76.3,4.1,5.93,62.9,Yes,0,9.1,Medium,Yes,9.8,No,13.8,C,50.8,48.550000000000075,At-Risk,"(75, 90]","(4, 6]"
S0920,Male,20,MBA,4,74.0,2.8,5.59,47.6,No,1,6.5,Low,No,5.6,No,12.7,D,38.7,37.146999999999956,At-Risk,"(60, 75]","(2, 4]"
S0921,Female,21,Electronics,3,62.5,3.7,5.49,37.1,No,0,5.4,Medium,Yes,4.5,No,29.4,D,43.4,37.66400000000004,At-Risk,"(60, 75]","(2, 4]"
S0922,Female,17,Civil,1,65.2,1.7,6.71,52.6,No,1,5.9,Medium,Yes,4.9,Yes,17.0,F,20.0,24.934,At-Risk,"(60, 75]","(0, 2]"
S0923,Female,20,Mechanical,3,72.1,7.1,5.91,63.2,Yes,4,6.7,Low,Yes,6.0,No,2.5,B,62.0,45.12399999999998,At-Risk,"(60, 75]","(6, 10]"
S0924,Female,19,Computer Science,3,78.8,3.8,4.53,46.2,Yes,1,6.2,Medium,Yes,7.4,No,5.3,D,41.6,40.029999999999966,At-Risk,"(75, 90]","(2, 4]"
S0925,Male,21,Electrical,2,73.9,1.8,6.86,63.5,No,1,6.0,Low,No,5.2,Yes,29.4,F,27.0,31.172000000000004,At-Risk,"(60, 75]","(0, 2]"
S0926,Male,18,MBA,4,79.3,3.4,7.77,70.3,Yes,0,8.1,Medium,Yes,7.9,Yes,7.7,B,67.6,59.63200000000004,At-Risk,"(75, 90]","(2, 4]"
S0927,Male,20,Computer Science,3,83.0,1.8,7.11,55.5,Yes,3,7.1,Low,No,6.7,Yes,2.2,C,49.2,45.79399999999993,At-Risk,"(75, 90]","(0, 2]"
S0928,Female,20,MBA,2,79.1,4.7,7.1,70.2,Yes,2,6.4,High,Yes,4.5,No,7.1,D,41.8,44.70800000000004,At-Risk,"(75, 90]","(4, 6]"
S0929,Female,20,BBA,3,88.7,8.400000000000002,10.0,76.1,Yes,0,6.4,Low,Yes,3.3,No,12.9,A,78.8,73.11500000000005,Average,"(75, 90]","(6, 10]"
S0930,Male,18,Electrical,4,73.7,5.5,7.82,59.9,No,2,6.7,Medium,Yes,5.7,Yes,29.4,D,32.3,36.92500000000005,At-Risk,"(60, 75]","(4, 6]"
S0931,Male,20,Electrical,1,72.2,5.0,6.96,48.2,No,0,7.2,Low,No,2.9,No,4.9,C,46.9,40.119,At-Risk,"(60, 75]","(4, 6]"
S0932,Female,20,Mechanical,1,82.9,3.8,8.06,77.2,Yes,0,8.0,Low,Yes,4.1,No,8.2,C,47.1,53.466,At-Risk,"(75, 90]","(2, 4]"
S0933,Other,20,Mechanical,1,83.0,6.5,9.22,81.1,Yes,2,6.0,Medium,Yes,3.3,No,22.2,C,58.6,58.28700000000003,At-Risk,"(75, 90]","(6, 10]"
S0934,Female,20,Computer Science,3,74.4,2.9,5.06,71.6,Yes,2,5.3,High,Yes,7.1,No,5.4,F,27.5,32.275000000000006,At-Risk,"(60, 75]","(2, 4]"
S0935,Male,21,BBA,3,72.2,5.6,8.49,74.0,No,0,5.8,Low,No,3.1,No,2.2,D,38.1,43.45099999999998,At-Risk,"(60, 75]","(4, 6]"
S0936,Male,22,MBA,3,74.0,2.2,6.54,73.4,Yes,2,5.4,Low,Yes,5.8,Yes,29.4,D,42.8,35.729,At-Risk,"(60, 75]","(2, 4]"
S0937,Male,19,BBA,4,78.6,1.3,7.39,68.9,No,3,4.7,Low,No,3.1,Yes,7.7,F,15.1,27.698999999999977,At-Risk,"(75, 90]","(0, 2]"
S0938,Female,22,Electrical,3,78.4,2.7,5.94,47.3,No,1,8.2,Low,No,7.0,No,8.0,D,40.7,41.54299999999996,At-Risk,"(75, 90]","(2, 4]"
S0939,Male,20,Computer Science,1,75.2,4.5,8.11,78.3,Yes,1,7.5,Low,Yes,7.2,No,10.7,C,49.9,50.23699999999999,At-Risk,"(75, 90]","(4, 6]"
S0940,Female,18,Civil,2,72.7,6.1,7.31,70.1,Yes,1,3.8,Medium,Yes,5.5,No,1.0,C,47.7,46.672999999999945,At-Risk,"(60, 75]","(6, 10]"
S0941,Male,18,Computer Science,2,75.5,6.1,8.42,84.4,Yes,2,6.8,Low,Yes,6.0,No,27.8,C,58.6,55.85500000000002,At-Risk,"(75, 90]","(6, 10]"
S0942,Female,19,Electronics,2,70.1,2.6,6.24,74.1,Yes,2,6.0,Low,No,3.0,No,5.5,D,31.9,36.510999999999996,At-Risk,"(60, 75]","(2, 4]"
S0943,Female,21,Computer Science,3,68.6,3.7,6.26,71.8,Yes,2,5.9,Medium,Yes,5.8,No,6.1,C,53.6,48.37700000000002,At-Risk,"(60, 75]","(2, 4]"
S0944,Female,21,BBA,4,79.3,4.2,7.46,59.7,No,2,3.5,Medium,No,6.0,Yes,2.9,F,26.2,35.77299999999996,At-Risk,"(75, 90]","(4, 6]"
S0945,Male,21,Electronics,2,87.5,5.2,10.0,90.1,Yes,2,6.5,Low,Yes,6.2,Yes,5.8,B,66.3,58.19499999999999,At-Risk,"(75, 90]","(4, 6]"
S0946,Male,20,Electronics,2,84.7,4.9,8.48,76.6,Yes,2,6.6,Low,Yes,5.9,No,17.3,C,55.6,56.96699999999999,At-Risk,"(75, 90]","(4, 6]"
S0947,Male,20,Electronics,3,93.1,6.1,8.81,88.5,Yes,0,5.1,Medium,Yes,6.3,No,17.1,C,59.0,59.624,At-Risk,"(90, 100]","(6, 10]"
S0948,Female,18,Civil,2,73.0,4.2,7.43,64.4,No,1,8.4,Low,No,5.1,Yes,28.5,C,50.0,42.23,At-Risk,"(60, 75]","(4, 6]"
S0949,Female,19,Computer Science,1,80.8,5.6,8.36,75.2,Yes,3,7.4,Medium,Yes,8.1,No,6.2,C,58.1,55.486000000000004,At-Risk,"(75, 90]","(4, 6]"
S0950,Female,20,BBA,2,73.1,4.4,5.86,46.6,No,1,5.2,Low,No,6.5,No,13.3,D,34.8,39.45999999999999,At-Risk,"(60, 75]","(4, 6]"
S0951,Female,18,Computer Science,1,75.7,4.2,6.65,66.5,Yes,3,7.7,Medium,Yes,6.8,No,8.1,D,42.6,42.69499999999998,At-Risk,"(75, 90]","(4, 6]"
S0952,Female,19,Civil,4,74.0,5.0,5.6,61.5,No,0,5.9,Low,No,5.9,No,17.3,F,28.6,35.54099999999996,At-Risk,"(60, 75]","(4, 6]"
S0953,Male,20,Electrical,1,84.9,5.2,6.33,72.6,Yes,3,7.8,Medium,Yes,7.3,No,13.5,D,44.2,50.66599999999996,At-Risk,"(75, 90]","(4, 6]"
S0954,Female,21,Mechanical,2,76.2,3.5,7.19,60.8,No,3,4.8,High,Yes,6.6,No,5.6,C,50.5,46.46899999999999,At-Risk,"(75, 90]","(2, 4]"
S0955,Male,25,BBA,2,59.4,5.1,4.91,56.6,No,2,6.7,Medium,Yes,3.0,No,5.1,D,37.9,27.608999999999995,At-Risk,"(0, 60]","(4, 6]"
S0956,Male,23,BBA,4,67.0,6.1,7.21,64.8,Yes,0,5.0,Low,Yes,3.0,No,3.9,C,45.9,45.627000000000024,At-Risk,"(60, 75]","(6, 10]"
S0957,Female,20,Computer Science,1,60.1,0.7,6.96,35.4,No,1,5.5,Low,No,2.3,Yes,9.6,F,17.3,20.43299999999999,At-Risk,"(60, 75]","(0, 2]"
S0958,Male,20,Mechanical,1,73.5,5.6,8.0,70.5,No,1,4.2,Low,Yes,5.0,No,29.4,C,59.6,54.22900000000005,At-Risk,"(60, 75]","(4, 6]"
S0959,Male,20,MBA,1,83.3,5.6,6.57,70.5,Yes,3,5.0,Low,Yes,6.6,No,3.2,C,46.6,49.03000000000001,At-Risk,"(75, 90]","(4, 6]"
S0960,Female,21,MBA,1,83.4,4.7,8.62,70.8,No,1,5.0,Low,Yes,1.0,Yes,2.0,C,46.7,47.42699999999994,At-Risk,"(75, 90]","(4, 6]"
S0961,Male,18,Civil,1,84.5,3.6,7.62,62.5,Yes,2,4.9,Medium,Yes,5.2,Yes,2.3,B,62.9,58.02499999999997,At-Risk,"(75, 90]","(2, 4]"
S0962,Female,20,MBA,3,71.4,3.3,6.84,59.7,No,0,6.7,Medium,Yes,7.1,Yes,16.3,D,39.6,38.771999999999956,At-Risk,"(60, 75]","(2, 4]"
S0963,Male,22,BBA,1,64.6,2.1,4.46,62.0,No,1,4.4,Medium,Yes,5.5,Yes,5.3,D,39.7,29.777,At-Risk,"(60, 75]","(2, 4]"
S0964,Male,19,MBA,1,59.5,3.3,6.96,49.5,No,1,6.9,Medium,No,1.4,Yes,3.5,F,28.6,26.77700000000001,At-Risk,"(0, 60]","(2, 4]"
S0965,Male,20,Electrical,3,76.6,4.2,5.76,54.6,No,1,7.7,Medium,No,8.2,No,5.4,D,41.8,42.96000000000006,At-Risk,"(75, 90]","(4, 6]"
S0966,Male,20,Electrical,2,81.7,4.3,8.21,73.5,Yes,2,5.4,Low,Yes,5.4,Yes,11.4,D,43.7,45.66099999999993,At-Risk,"(75, 90]","(4, 6]"
S0967,Female,18,Electrical,2,76.3,4.7,6.97,63.5,Yes,1,6.4,High,Yes,5.2,No,8.9,D,42.6,44.23699999999999,At-Risk,"(75, 90]","(4, 6]"
S0968,Male,19,MBA,2,71.6,5.7,7.74,68.0,No,0,6.1,Low,No,6.1,No,14.6,C,50.2,48.77499999999999,At-Risk,"(60, 75]","(4, 6]"
S0969,Female,19,Civil,4,88.2,6.0,9.72,77.7,Yes,0,6.0,Medium,Yes,2.5,Yes,5.1,B,65.4,63.13999999999993,Average,"(75, 90]","(4, 6]"
S0970,Male,17,Electronics,1,65.0,2.3,4.94,51.8,No,0,3.4,Medium,No,5.1,Yes,7.0,D,35.2,33.00999999999996,At-Risk,"(60, 75]","(2, 4]"
S0971,Female,17,Electronics,4,78.2,5.2,6.97,60.2,No,5,5.1,Medium,Yes,6.7,No,2.1,C,47.3,47.387000000000064,At-Risk,"(75, 90]","(4, 6]"
S0972,Female,22,Mechanical,3,75.3,4.0,7.21,65.9,Yes,0,8.3,Medium,Yes,6.1,No,1.8,D,37.2,40.79599999999995,At-Risk,"(75, 90]","(2, 4]"
S0973,Female,19,Electronics,1,70.3,4.4,8.39,64.0,No,3,6.9,Low,No,5.0,No,7.2,C,54.7,49.491999999999955,At-Risk,"(60, 75]","(4, 6]"
S0974,Male,20,Electronics,4,82.3,5.1,8.56,70.9,No,2,6.2,Medium,No,4.0,Yes,4.6,C,59.0,56.849,At-Risk,"(75, 90]","(4, 6]"
S0975,Male,19,Electrical,1,74.0,7.1,9.31,63.8,No,2,4.1,Medium,Yes,6.0,No,10.5,C,54.6,52.41200000000003,At-Risk,"(60, 75]","(6, 10]"
S0976,Male,23,Electrical,1,77.6,4.7,5.23,66.0,Yes,1,7.2,Medium,Yes,5.8,No,1.4,D,43.5,44.28300000000001,At-Risk,"(75, 90]","(4, 6]"
S0977,Female,19,MBA,3,68.7,3.5,4.67,52.3,Yes,2,5.4,High,Yes,4.4,No,2.3,D,34.6,34.99799999999995,At-Risk,"(60, 75]","(2, 4]"
S0978,Male,20,Mechanical,3,74.3,3.9,7.57,67.8,No,1,5.0,Low,No,5.9,Yes,21.0,D,37.3,40.31300000000005,At-Risk,"(60, 75]","(2, 4]"
S0979,Female,22,Computer Science,3,72.6,5.2,6.91,68.9,Yes,0,5.1,Low,Yes,2.7,No,9.4,F,28.4,33.763000000000034,At-Risk,"(60, 75]","(4, 6]"
S0980,Female,22,BBA,1,84.3,5.6,8.02,72.8,No,1,7.1,Low,No,7.6,No,13.4,C,54.9,57.26199999999997,At-Risk,"(75, 90]","(4, 6]"
S0981,Male,18,Mechanical,2,67.9,2.1,6.49,55.6,No,2,6.4,Low,Yes,5.9,Yes,19.4,F,25.7,29.399999999999988,At-Risk,"(60, 75]","(2, 4]"
S0982,Female,22,Mechanical,3,68.3,4.7,4.37,42.9,No,0,7.5,Medium,Yes,4.9,No,7.2,D,30.5,37.574,At-Risk,"(60, 75]","(4, 6]"
S0983,Male,20,Civil,2,79.2,5.4,8.79,76.7,Yes,1,7.9,Medium,Yes,7.2,No,15.3,C,47.9,55.41599999999998,At-Risk,"(75, 90]","(4, 6]"
S0984,Male,20,MBA,2,64.6,4.1,8.06,74.5,No,3,5.6,Medium,Yes,3.4,Yes,8.4,D,40.1,40.06699999999996,At-Risk,"(60, 75]","(4, 6]"
S0985,Female,18,Civil,1,81.4,4.4,6.36,67.3,Yes,1,6.4,High,Yes,7.8,No,3.5,C,50.0,48.12899999999998,At-Risk,"(75, 90]","(4, 6]"
S0986,Female,18,Mechanical,1,76.3,3.7,4.35,49.6,Yes,3,6.1,High,Yes,5.4,No,5.1,F,11.3,20.325999999999976,At-Risk,"(75, 90]","(2, 4]"
S0987,Female,21,Mechanical,4,78.9,2.9,5.3,64.6,No,1,4.9,High,Yes,7.7,Yes,7.7,D,43.2,42.19999999999994,At-Risk,"(75, 90]","(2, 4]"
S0988,Male,20,Mechanical,2,82.6,4.5,7.78,81.5,Yes,0,5.0,Low,No,7.4,Yes,4.8,C,53.2,52.17799999999995,At-Risk,"(75, 90]","(4, 6]"
S0989,Male,20,Electronics,4,78.0,5.5,6.76,59.6,No,0,6.3,Medium,No,6.4,No,5.1,C,55.1,52.42700000000001,At-Risk,"(75, 90]","(4, 6]"
S0990,Female,21,BBA,2,72.9,0.9,6.96,49.5,No,2,6.4,Low,Yes,8.9,Yes,5.1,F,29.7,30.969999999999967,At-Risk,"(60, 75]","(0, 2]"
S0991,Female,21,BBA,3,74.3,6.1,7.54,54.6,No,0,6.4,Low,No,3.0,No,2.3,C,52.0,51.29000000000002,At-Risk,"(60, 75]","(6, 10]"
S0992,Female,18,Civil,1,80.7,3.1,6.32,67.4,No,1,6.4,Medium,Yes,7.6,Yes,1.9,C,45.4,42.05300000000001,At-Risk,"(75, 90]","(2, 4]"
S0993,Male,20,Mechanical,2,71.1,5.4,7.9,80.2,Yes,2,5.5,Low,Yes,5.3,No,1.5,C,51.6,49.841000000000015,At-Risk,"(60, 75]","(4, 6]"
S0994,Female,18,BBA,1,61.8,1.2,5.56,69.1,Yes,2,9.0,Low,Yes,6.3,Yes,2.2,F,23.3,27.938000000000017,At-Risk,"(60, 75]","(0, 2]"
S0995,Male,21,Electrical,2,76.3,1.9,6.87,51.5,Yes,1,6.8,Low,Yes,4.2,Yes,5.2,C,49.4,44.17200000000002,At-Risk,"(75, 90]","(0, 2]"
S0996,Male,21,BBA,2,71.9,5.8,7.1,61.0,No,1,5.8,Low,No,3.2,No,10.0,C,49.0,46.767999999999994,At-Risk,"(60, 75]","(4, 6]"
S0997,Female,24,MBA,4,74.0,6.2,7.13,67.8,Yes,2,7.0,High,Yes,8.3,No,3.1,B,66.9,60.604999999999976,Average,"(60, 75]","(6, 10]"
S0998,Male,18,MBA,3,60.3,2.5,5.75,40.2,No,2,5.5,Low,No,2.8,Yes,22.9,F,22.0,21.437,At-Risk,"(60, 75]","(2, 4]"
S0999,Female,18,BBA,1,79.8,5.7,9.02,89.3,Yes,2,6.5,Low,Yes,4.7,No,17.5,C,53.8,53.533000000000065,At-Risk,"(75, 90]","(4, 6]"
S1000,Male,19,Electrical,1,82.2,6.7,8.49,71.1,No,1,7.0,Medium,Yes,6.3,No,8.4,C,46.6,49.33599999999999,At-Risk,"(75, 90]","(6, 10]"
S0038,Male,21,Electronics,4,76.3,1.0,5.61,68.7,Yes,1,5.5,Medium,No,4.1,Yes,4.7,D,42.0,41.126000000000005,At-Risk,"(75, 90]","(0, 2]"
S0037,Male,19,BBA,3,84.2,5.2,7.26,74.5,Yes,1,7.5,Medium,No,9.7,No,1.2,C,47.5,48.025,At-Risk,"(75, 90]","(4, 6]"
S0848,Other,18,Computer Science,1,71.6,3.0,5.86,56.7,No,2,6.3,Low,Yes,8.2,No,4.4,D,38.5,37.742,At-Risk,"(60, 75]","(2, 4]"
S0886,Male,20,BBA,1,78.6,6.8,7.52,60.9,Yes,1,7.3,High,Yes,8.8,No,3.6,D,44.7,49.60199999999998,At-Risk,"(75, 90]","(6, 10]"
S0977,Female,19,MBA,3,68.7,3.5,4.67,52.3,Yes,2,5.4,High,Yes,4.4,No,2.3,D,34.6,34.99799999999995,At-Risk,"(60, 75]","(2, 4]"
S0126,Male,20,MBA,3,60.1,4.4,6.36,68.3,Yes,1,6.6,Low,Yes,3.1,No,1.3,F,20.8,22.178999999999988,At-Risk,"(60, 75]","(4, 6]"
S0170,Female,19,BBA,1,76.3,5.4,5.45,50.4,No,0,7.4,Low,No,6.0,No,10.4,D,31.6,33.584999999999944,At-Risk,"(75, 90]","(4, 6]"
S0301,Male,17,Computer Science,4,76.1,2.5,6.69,62.6,No,0,6.1,Medium,Yes,5.8,Yes,29.4,D,44.0,43.37299999999999,At-Risk,"(75, 90]","(2, 4]"
